gml_id,gid,num_col,type,vol_col,proj_exist,rue
mmm_pav_existants.1,1,V921,Verre,3,Existant,avenue Etienne Méhul
mmm_pav_existants.2,2,V337,Verre,0,Existant,RUE CIRCE
mmm_pav_existants.3,3,V341,Verre,0,Existant,RUE EDMOND LAUTARD
mmm_pav_existants.4,4,P109,Papier,0,Existant,AVENUE DE LODEVE
mmm_pav_existants.5,5,P103,Papier,0,Existant,RUE CATALAN
mmm_pav_existants.6,6,P105,Papier,0,Existant,AVENUE DE SAINT MAUR
mmm_pav_existants.7,7,P106,Papier,0,Existant,AVENUE JEAN MERMOZ
mmm_pav_existants.8,8,P111,Papier,0,Existant,AVENUE SAINT-LAZARE
mmm_pav_existants.9,9,V363,Verre,0,Existant,PLACE MARCEL GALOT
mmm_pav_existants.10,10,V366,Verre,0,Existant,AVENUE DU PONT JUVENAL
mmm_pav_existants.11,11,V368,Verre,0,Existant,RUE CATALAN
mmm_pav_existants.12,12,V646,Verre,0,Existant,RUE DU STADE
mmm_pav_existants.13,13,V429,Verre,0,Existant,RUE ROBESPIERRE
mmm_pav_existants.14,14,V444,Verre,0,Existant,RUE DE L'ARNEL
mmm_pav_existants.15,15,V446,Verre,0,Existant,RUE JACQUES BOUNIN
mmm_pav_existants.16,16,V004,Verre,0,Existant,CHEMIN DU PRADAS
mmm_pav_existants.17,17,P008,Papier,0,Existant,RUE ROMANI
mmm_pav_existants.18,18,V018,Verre,0,Existant,AVENUE DES APOLLONS
mmm_pav_existants.19,19,V020,Verre,0,Existant,CHEMIN DES MENDROUS
mmm_pav_existants.20,20,V023,Verre,0,Existant,CHEMIN DU PIOCH PELAT
mmm_pav_existants.21,21,V026,Verre,0,Existant,AVENUE DU 8 MAI 1945
mmm_pav_existants.22,22,P195,Papier,3,Existant,DECHETTERIE DE CASTELNAU
mmm_pav_existants.23,23,V031,Verre,0,Existant,CHEMIN DES CHENES
mmm_pav_existants.24,24,P015,Papier,0,Existant,AVENUE DE LA ROYALE
mmm_pav_existants.25,25,P017,Papier,0,Existant,RUE DE LA GUESSE
mmm_pav_existants.26,26,V037,Verre,0,Existant,CIMETIERRE
mmm_pav_existants.27,27,V038,Verre,0,Existant,CIMETIERRE
mmm_pav_existants.28,28,V039,Verre,0,Existant,RUE SAINTE-CATHERINE
mmm_pav_existants.29,29,V040,Verre,0,Existant,PLACE DU CARTEL
mmm_pav_existants.30,30,V836,Verre,0,Existant,AVENUE DE LA BORNIERE
mmm_pav_existants.31,31,T,Textile,0,Existant,
mmm_pav_existants.32,32,V310,Verre,0,Existant,RUE DE BARCELONE
mmm_pav_existants.33,33,V801,Verre,0,Existant,PLACE DE LA RONCERAIE
mmm_pav_existants.34,34,V824,Verre,0,Existant,AVENUE DES SOPHORAS
mmm_pav_existants.35,35,P313,Papier,0,Existant,AVENUE DES SOPHORAS
mmm_pav_existants.36,36,P347,Papier,0,Existant,RUE DE LA GARDIOLE
mmm_pav_existants.37,37,V857,Verre,0,Existant,CHEMIN DU MAS DE JAUMES
mmm_pav_existants.38,38,V814,Verre,0,Existant,RUE DES GARRIGUES BASSES
mmm_pav_existants.39,39,T,Textile,0,Existant,
mmm_pav_existants.40,40,P324,Papier,0,Existant,RUE JEAN-MARC ROUHAN
mmm_pav_existants.41,41,P331,Papier,3,Existant,CHEMIN DE VENDARGUES A ST AUNES
mmm_pav_existants.42,42,P338,Papier,0,Existant,DECHETERIE
mmm_pav_existants.43,43,P340,Papier,0,Existant,CHEMIN DES BARQUES
mmm_pav_existants.44,44,V388,Verre,0,Existant,AVENUE DE LA JUSTICE DE CASTELNAU
mmm_pav_existants.45,45,V402,Verre,0,Existant,RUE DU CURAT
mmm_pav_existants.46,46,V994,Verre,0,Existant,Avenue des moulins
mmm_pav_existants.47,47,T,Textile,0,Existant,PLACE MARECHAL DE LATTRE DE TASSIGNY
mmm_pav_existants.48,48,V185,Verre,0,Existant,MONTEE DES PICADOUS
mmm_pav_existants.49,49,V187,Verre,0,Existant,RUE DES ASPHODELES
mmm_pav_existants.50,50,V103,Verre,0,Existant,RUE DES CIGALES
mmm_pav_existants.51,51,V231,Verre,3,Existant,RUE DE LA ROQUETURIERE
mmm_pav_existants.52,52,V238,Verre,3,Existant,RUE DU PIOCH DE BOUTONNET
mmm_pav_existants.53,53,V245,Verre,3,Existant,AVENUE DU VAL DE MONTFERRAND
mmm_pav_existants.54,54,V613,Verre,0,Existant,D5 E5
mmm_pav_existants.55,55,V216,Verre,0,Existant,RUE ANDRE LE NOTRE
mmm_pav_existants.56,56,V249,Verre,0,Existant,ROUTE DE MENDE
mmm_pav_existants.57,57,P091,Papier,0,Existant,RUE DU CADUCEE
mmm_pav_existants.58,58,V072,Verre,0,Existant,RUE DE LAS DAVALADAS
mmm_pav_existants.59,59,V091,Verre,0,Existant,AVENUE PASTEUR
mmm_pav_existants.60,60,BD001,Biodéchets,2,Existant,Rue du Cinsault
mmm_pav_existants.61,61,BD003,Biodéchets,2,Existant,D112 centre-ville
mmm_pav_existants.62,62,BD002,Biodéchets,2,Existant,Rue de l'Abrivado
mmm_pav_existants.63,63,BD004,Biodéchets,2,Existant,Rue de la Fontaine
mmm_pav_existants.64,64,V110,Verre,0,Existant,RUE DES TERRASSES
mmm_pav_existants.65,65,V112,Verre,0,Existant,RUE DE LA CROIX DE GUILLERY
mmm_pav_existants.66,66,V115,Verre,0,Existant,RUE ANTOINE JEROME  BALARD
mmm_pav_existants.67,67,V121,Verre,0,Existant,RUE DES JARDINS
mmm_pav_existants.68,68,P041,Papier,0,Existant,RUE GASTON BAISSETTE
mmm_pav_existants.69,69,V397,Verre,0,Existant,AVENUE SAINT-LAZARE
mmm_pav_existants.70,70,P139,Papier,0,Existant,AVENUE DU PONT TRINQUAT
mmm_pav_existants.71,71,V469,Verre,0,Existant,RUE DES GROSEILLIERS
mmm_pav_existants.72,72,V321,Verre,0,Existant,RUE ADRIENNE BOLLAND
mmm_pav_existants.73,73,V360,Verre,0,Existant,BD DES ARCEAUX
mmm_pav_existants.74,74,V639,Verre,0,Existant,RUE DE LA GARDIOLE
mmm_pav_existants.75,75,P188,Papier,0,Existant,RUE DES CARIGNANS
mmm_pav_existants.76,76,P005,Papier,0,Existant,CHEMIN DE SUSSARGUES
mmm_pav_existants.77,77,V035,Verre,0,Existant,RUE SAINTE-CATHERINE
mmm_pav_existants.78,78,P300,Papier,0,Existant,RUE AIGUERELLES
mmm_pav_existants.79,79,P383,Papier,0,Existant,RUE DES CIGALES
mmm_pav_existants.80,80,V812,Verre,0,Existant,RUE DU BOURGUIDOU
mmm_pav_existants.81,81,V518,Verre,0,Existant,RUE DE LA VIEILLE POSTE
mmm_pav_existants.82,82,V570,Verre,0,Existant,RUE DU COLLEGE
mmm_pav_existants.83,83,BD005,Biodéchets,,Existant,Boulevard Paul Valéry
mmm_pav_existants.84,84,V394,Verre,3,Existant,STADE MOSSON
mmm_pav_existants.85,85,V567,Verre,3,Existant,Boulevard Sarrail
mmm_pav_existants.86,86,T,Textile,,Existant,Rue Jean Moulin
mmm_pav_existants.87,87,V123,Verre,0,Existant,CHEMIN DE CAYLUS
mmm_pav_existants.88,88,V150,Verre,0,Existant,AVENUE DES PLATANES
mmm_pav_existants.89,89,V153,Verre,0,Existant,D21 E1
mmm_pav_existants.90,90,V156,Verre,0,Existant,D132
mmm_pav_existants.91,91,V208,Verre,0,Existant,ROND POINT ROBERT SHUMANN
mmm_pav_existants.92,92,V474,Verre,3,Existant,AV.  DU PR. E. JEANBRAU
mmm_pav_existants.93,93,V236,Verre,3,Existant,RUE DE MONTASINOS
mmm_pav_existants.94,94,V413,Verre,0,Existant,BOULEVARD BERTHELOT
mmm_pav_existants.95,95,V510,Verre,0,Existant,RUE FLAUGERGUES
mmm_pav_existants.96,96,V514,Verre,0,Existant,RUE HENRI BERGSON
mmm_pav_existants.97,97,V515,Verre,0,Existant,RUE TYCHO BRAHE
mmm_pav_existants.98,98,V520,Verre,0,Existant,RUE LOUISE MICHEL
mmm_pav_existants.99,99,V521,Verre,0,Existant,RUE PAUL MARES
mmm_pav_existants.100,100,V522,Verre,0,Existant,RUE ASTIER DE LA VIGERIE
mmm_pav_existants.101,101,V584,Verre,0,Existant,ROUTE DE MONTPELLIER
mmm_pav_existants.102,102,V856,Verre,0,Existant,RUE DES CHASSEURS
mmm_pav_existants.103,103,V860,Verre,0,Existant,AVENUE LEONARD DE VINCI
mmm_pav_existants.104,104,T,Textile,,Existant,Rue Albert Camus
mmm_pav_existants.105,105,T,Textile,,Existant,Route de Montferrier
mmm_pav_existants.106,106,T,Textile,,Existant,Boulevard de la liberté
mmm_pav_existants.107,107,V217,Verre,0,Existant,ALLEE ANTOINE COYSEVOX
mmm_pav_existants.108,108,V768,Verre,0,Existant,Avenue Henri Becquerel
mmm_pav_existants.109,109,V301,Verre,0,Existant,BOULEVARD PENELOPE
mmm_pav_existants.110,110,V961,Verre,0,Existant,avenue st Cléophas
mmm_pav_existants.111,111,V209,Verre,0,Existant,AVENUE DE LOUISVILLE
mmm_pav_existants.112,112,P055,Papier,3,Existant,RUE DE LA ROQUETURIERE
mmm_pav_existants.113,113,P058,Papier,3,Existant,RUE DE MONTASINOS
mmm_pav_existants.114,114,V195,Verre,0,Existant,AVENUE GUILHEM DE POITIER
mmm_pav_existants.115,115,V246,Verre,0,Existant,AVENUE AGROPOLIS
mmm_pav_existants.116,116,V966,Verre,0,Existant,rue des brusses
mmm_pav_existants.117,117,V540,Verre,3,Existant,RUE ALFRED SAUVY
mmm_pav_existants.118,118,V511,Verre,3,Existant,LES JARDINS D'EMMA
mmm_pav_existants.119,119,P348,Papier,0,Existant,AVENUE LEONARD DE VINCI
mmm_pav_existants.120,120,P356,Papier,0,Existant,RUE AUGUSTE RENOIR
mmm_pav_existants.121,121,T,Textile,0,Existant,RUE DU CINSAULT
mmm_pav_existants.122,122,V553,Verre,3,Existant,ROUTE DE CARNON
mmm_pav_existants.123,123,V533,Verre,3,Existant,RESTAURANT LA BOUCHERIE
mmm_pav_existants.124,124,V554,Verre,3,Existant,AVENUE DU CAP
mmm_pav_existants.125,125,P453,Papier,,Existant,Avenue Paul Bringuier
mmm_pav_existants.126,126,V466,Verre,3,Existant,RUE DE PRADELAINE
mmm_pav_existants.127,127,P194,Papier,0,Existant,D116 ROUTE DE MIREVAL
mmm_pav_existants.128,128,V099,Verre,0,Existant,RUE FREDERIC MISTRAL
mmm_pav_existants.129,129,V184,Verre,0,Existant,CHEMIN DES AIGUEILLERES
mmm_pav_existants.130,130,V462,Verre,0,Existant,CHEMIN DE MOULARES
mmm_pav_existants.131,131,V196,Verre,0,Existant,RUE AZALAIS D'ALTIER
mmm_pav_existants.132,132,V198,Verre,0,Existant,RUE D'AJACCIO
mmm_pav_existants.133,133,V248,Verre,0,Existant,CHEMIN DU RESERVOIR DE MONTMAUR
mmm_pav_existants.134,134,T,Textile,0,Existant,AVENUE DE LA LIRONDE
mmm_pav_existants.135,135,V138,Verre,0,Existant,AVENUE DE LA LIRONDE
mmm_pav_existants.136,136,V881,Verre,0,Existant,AVENUE DE SEPTIMANIE
mmm_pav_existants.137,137,P026,Papier,0,Existant,AVENUE DE LA LIRONDE
mmm_pav_existants.138,138,T,Textile,0,Existant,CHEMIN DE COUREGES
mmm_pav_existants.139,139,P306,Papier,0,Existant,D132
mmm_pav_existants.140,140,P030,Papier,0,Existant,CHEMIN DES JARDINS DE MAGUELONE
mmm_pav_existants.141,141,V932,Verre,0,Existant,RUE LOU CASTEL
mmm_pav_existants.142,142,V596,Verre,0,Existant,AVENUE DE LA MEDITERRANEE
mmm_pav_existants.143,143,V190,Verre,0,Existant,CHEMIN DE BAILLARGUET
mmm_pav_existants.144,144,V414,Verre,0,Existant,BOULEVARD VIEUSSENS
mmm_pav_existants.145,145,V100,Verre,0,Existant,IMPASSE DU VATICAN
mmm_pav_existants.146,146,V102,Verre,0,Existant,RUE DES CIGALES
mmm_pav_existants.147,147,V294,Verre,0,Existant,RUE DE CLEMENTVILLE
mmm_pav_existants.148,148,P009,Papier,0,Existant,RUE DE CLAIRVAL
mmm_pav_existants.149,149,V033,Verre,0,Existant,CHEMIN DE L'HIRONDELLE
mmm_pav_existants.150,150,P442,Papier,0,Existant,rue de la figuière
mmm_pav_existants.151,151,V937,Verre,0,Existant,AVENUE PROSSEUR ETIENNE ANTONELLI
mmm_pav_existants.152,152,V080,Verre,0,Existant,AVENUE JEAN JAURES
mmm_pav_existants.153,153,V087,Verre,0,Existant,CHEMIN DE L'AMOUR
mmm_pav_existants.154,154,V313,Verre,3,Existant,RUE DE LA FIGAIRASSE
mmm_pav_existants.155,155,P154,Papier,0,Existant,RUE DE LA VIEILLE POSTE
mmm_pav_existants.156,156,V523,Verre,0,Existant,RUE MARIE DURAND
mmm_pav_existants.157,157,V864,Verre,0,Existant,RUE HECTOR BERLIOZ
mmm_pav_existants.158,158,P357,Papier,0,Existant,ROUTE DE BEZIERS
mmm_pav_existants.159,159,V894,Verre,0,Existant,RUE DU MAIL
mmm_pav_existants.160,160,V378,Verre,0,Existant,AVENUE XAVIER DE RICARD
mmm_pav_existants.161,161,P449,Papier,0,Existant,RUE DES PASSSEREAUX
mmm_pav_existants.162,162,V126,Verre,0,Existant,RUE DE LA RIVIERE
mmm_pav_existants.163,163,V130,Verre,0,Existant,AVENUE DU PERRET
mmm_pav_existants.164,164,V199,Verre,0,Existant,AVENUE DU COMTE DE NICE
mmm_pav_existants.165,165,V200,Verre,0,Existant,RUE BERTRAND DE BORN
mmm_pav_existants.166,166,V201,Verre,0,Existant,RUE JAUFRE RUDEL
mmm_pav_existants.167,167,V603,Verre,0,Existant,CHEMIN D'ENCORNET
mmm_pav_existants.168,168,V278,Verre,0,Existant,RUE ANDRE BOULLOCHE
mmm_pav_existants.169,169,V459,Verre,0,Existant,PLACE DU 56ieme RGIMENT D'ARTILLERIE
mmm_pav_existants.170,170,V642,Verre,0,Existant,RUE DES CARIGNANS
mmm_pav_existants.171,171,V667,Verre,0,Existant,AVENUE DE PALAVAS
mmm_pav_existants.172,172,V671,Verre,0,Existant,AVENUE DU MOULIN DE LA JASSE
mmm_pav_existants.173,173,P160,Papier,0,Existant,RUE DE CLARET
mmm_pav_existants.174,174,V564,Verre,0,Existant,AVENUE DU GENERAL LECLERC
mmm_pav_existants.175,175,P025,Papier,0,Existant,D132
mmm_pav_existants.176,176,P031,Papier,0,Existant,RUE DU LANTISSARGUES
mmm_pav_existants.177,177,P033,Papier,0,Existant,CHEMIN DE SAINT-HUBERT
mmm_pav_existants.178,178,P037,Papier,0,Existant,D132
mmm_pav_existants.179,179,V136,Verre,0,Existant,D132
mmm_pav_existants.180,180,V137,Verre,0,Existant,D132
mmm_pav_existants.181,181,V142,Verre,0,Existant,RUE DE LA CAPITAINERIE
mmm_pav_existants.182,182,V145,Verre,0,Existant,D116
mmm_pav_existants.183,183,P123,Papier,0,Existant,PLACE FOURIER
mmm_pav_existants.184,184,P134,Papier,0,Existant,RUE DES FOURBISSEURS
mmm_pav_existants.185,185,V009,Verre,0,Existant,AVENUE DU STADE
mmm_pav_existants.186,186,V017,Verre,0,Existant,RUE DES EGLANTIERS
mmm_pav_existants.187,187,V028,Verre,0,Existant,ALLEE MARIE CURIE
mmm_pav_existants.188,188,V041,Verre,0,Existant,IMPASSE DU STADE
mmm_pav_existants.189,189,V1000,Verre,0,Existant,RUE DU MOULIN DE SEMALEN
mmm_pav_existants.190,190,V210,Verre,0,Existant,AVENUE DE LOUISVILLE
mmm_pav_existants.191,191,V211,Verre,0,Existant,RUE MERE VACQUIER
mmm_pav_existants.192,192,V219,Verre,0,Existant,AVENUE DE LODEVE
mmm_pav_existants.193,193,V220,Verre,0,Existant,RUE FRANCOIS D'ORBAY
mmm_pav_existants.194,194,V499,Verre,0,Existant,RUE PIERRE BON
mmm_pav_existants.195,195,V805,Verre,0,Existant,RUE DE LA SUBSTANTION
mmm_pav_existants.196,196,P325,Papier,0,Existant,CHEMIN DE L'AMOUR
mmm_pav_existants.197,197,V826,Verre,0,Existant,RUE SAINT BAUZILLE
mmm_pav_existants.198,198,V852,Verre,3,Existant,Avenue d'occitanie
mmm_pav_existants.199,199,V398,Verre,0,Existant,AVENUE SAINT-LAZARE
mmm_pav_existants.200,200,V451,Verre,0,Existant,AVENUE DE MAURIN
mmm_pav_existants.201,201,P147,Papier,0,Existant,RUE SIMONE DE BEAUVOIR
mmm_pav_existants.202,202,V467,Verre,0,Existant,RUE JEAN VACHET
mmm_pav_existants.203,203,V477,Verre,0,Existant,AVENUE DOCTEUR JACQUES FOURCADE
mmm_pav_existants.204,204,V489,Verre,0,Existant,RUE MONTELS-EGLISE
mmm_pav_existants.205,205,V490,Verre,0,Existant,AVENUE DU MARCHE GARE
mmm_pav_existants.206,206,V517,Verre,0,Existant,RUE DENIS PAPIN
mmm_pav_existants.207,207,T,Textile,0,Existant,RUE DE LA COSTA BRAVA
mmm_pav_existants.208,208,P082,Papier,0,Existant,RUE DES AZALEES
mmm_pav_existants.209,209,V744,Verre,0,Existant,RUE DU MARCHE AUX BESTIAUX
mmm_pav_existants.210,210,V751,Verre,0,Existant,RUE RAIMOND DE TRENCAVEL
mmm_pav_existants.211,211,V753,Verre,0,Existant,AVENUE DE MAURIN
mmm_pav_existants.212,212,V752,Verre,0,Existant,RUE GUSTAVE FLAUBERT
mmm_pav_existants.213,213,V964,Verre,0,Existant,
mmm_pav_existants.214,214,V529,Verre,0,Existant,RUE FRUCTIDOR
mmm_pav_existants.215,215,P207,Papier,0,Existant,AVENUE DU GENERAL LECLERC
mmm_pav_existants.216,216,P028,Papier,0,Existant,RUE DE LA CAPITAINERIE
mmm_pav_existants.217,217,V143,Verre,0,Existant,RUE DES GENETS
mmm_pav_existants.218,218,V389,Verre,3,Existant,RUE DES GREZES
mmm_pav_existants.219,219,V630,Verre,0,Existant,RUE DE L'ORTET
mmm_pav_existants.220,220,P114,Papier,0,Existant,AVENUE BOUISSON BERTRAND
mmm_pav_existants.221,221,V675,Verre,0,Existant,CHEMIN DES AIRES
mmm_pav_existants.222,222,V022,Verre,0,Existant,RUE DE CLAIRVAL
mmm_pav_existants.223,223,P330,Papier,0,Existant,CHEMIN DE CARNETTE
mmm_pav_existants.224,224,P210,Papier,0,Existant,rue mas de merle
mmm_pav_existants.225,225,P450,Papier,0,Existant,RUE BEAU SEJOUR
mmm_pav_existants.226,226,P047,Papier,0,Existant,RUE DE LA NARBONNAISE
mmm_pav_existants.227,227,P048,Papier,0,Existant,AVENUE GUILHEM DE POITIER
mmm_pav_existants.228,228,P049,Papier,0,Existant,RUE D'UPPSALA
mmm_pav_existants.229,229,P050,Papier,0,Existant,AVENUE DE LOUISVILLE
mmm_pav_existants.230,230,V410,Verre,0,Existant,BD DES ARCEAUX
mmm_pav_existants.231,231,P149,Papier,0,Existant,CARREFOUR LEON CORDES
mmm_pav_existants.232,232,V486,Verre,0,Existant,CARREFOUR DES ALIZEES
mmm_pav_existants.233,233,V488,Verre,0,Existant,RUE DE LA RESTANQUE
mmm_pav_existants.234,234,V506,Verre,0,Existant,RUE EMILE BAUDOT
mmm_pav_existants.235,235,V373,Verre,0,Existant,RUE DE THEBES
mmm_pav_existants.236,236,P163,Papier,0,Existant,ALLEE DE LA MARTELLE
mmm_pav_existants.237,237,P066,Papier,3,Existant,AVENUE DU PROF.JOSEPH ANGLADA
mmm_pav_existants.238,238,P052,Papier,0,Existant,AVENUE DE LODEVE
mmm_pav_existants.239,239,V192,Verre,0,Existant,RUE DE GIGNAC
mmm_pav_existants.240,240,V491,Verre,0,Existant,ALLEE GEORGES PITOEFF
mmm_pav_existants.241,241,V492,Verre,0,Existant,RUE SIMONE DE BEAUVOIR
mmm_pav_existants.242,242,V494,Verre,0,Existant,RUE OLOF PALME
mmm_pav_existants.243,243,V495,Verre,0,Existant,CARREFOUR LEON CORDES
mmm_pav_existants.244,244,V496,Verre,0,Existant,BOULEVARD D'ORIENT
mmm_pav_existants.245,245,V114,Verre,0,Existant,RUE DU CADUCEE
mmm_pav_existants.246,246,V214,Verre,0,Existant,DECHETERIE
mmm_pav_existants.247,247,V913,Verre,0,Existant,RUE DE LA CROIX DE ROSIERS
mmm_pav_existants.248,248,V920,Verre,3,Existant,VOIE DOMITIENNE
mmm_pav_existants.249,249,V915,Verre,0,Existant,ALLEE DU PARC TASTAVIN
mmm_pav_existants.250,250,V919,Verre,3,Existant,RUE DU TRIOLET
mmm_pav_existants.251,251,V608,Verre,0,Existant,CHEMIN DES BARAQUES
mmm_pav_existants.252,252,V610,Verre,0,Existant,RUE DE LA DAME D'ORCAS
mmm_pav_existants.253,253,V612,Verre,0,Existant,AVENUE DE MONTPELLIER
mmm_pav_existants.254,254,V615,Verre,0,Existant,AVENUE D'OCCITANIE
mmm_pav_existants.255,255,P150,Papier,0,Existant,RUE GUGLIELMO MARCONI
mmm_pav_existants.256,256,P151,Papier,0,Existant,RUE EMILE BAUDOT
mmm_pav_existants.257,257,P185,Papier,0,Existant,RUE DE L'ORTET
mmm_pav_existants.258,258,VRS05,Verre,3,Existant,cité U vert bois
mmm_pav_existants.259,259,V334,Verre,0,Existant,RUE DES PAPYRUS
mmm_pav_existants.260,260,V335,Verre,0,Existant,RUE DES PAPYRUS
mmm_pav_existants.261,261,V616,Verre,0,Existant,AVENUE D'OCCITANIE
mmm_pav_existants.262,262,P183,Papier,0,Existant,AVENUE DE LIBRILLA
mmm_pav_existants.263,263,P071,Papier,3,Existant,AVENUE DU PERE SOULAS
mmm_pav_existants.264,264,P072,Papier,3,Existant,RUE DE LA MOUNEDA
mmm_pav_existants.265,265,P074,Papier,0,Existant,RUE RENE ETIEMBLE
mmm_pav_existants.266,266,P075,Papier,0,Existant,RUE ANDRE BOULLOCHE
mmm_pav_existants.267,267,P076,Papier,0,Existant,RUE DE LA CROIX VERTE
mmm_pav_existants.268,268,V228,Verre,3,Existant,RUE DE LA ROQUETURIERE
mmm_pav_existants.269,269,V029,Verre,0,Existant,ALLEE MARIE CURIE
mmm_pav_existants.270,270,V307,Verre,0,Existant,Rue michel teule
mmm_pav_existants.271,271,V960,Verre,0,Existant,rue mas de merle
mmm_pav_existants.272,272,V845,Verre,0,Existant,CHEMIN DE CARNETTE
mmm_pav_existants.273,273,V820,Verre,0,Existant,RUE DES PIOCHS
mmm_pav_existants.274,274,V237,Verre,3,Existant,RUE DE MONTASINOS
mmm_pav_existants.275,275,V283,Verre,0,Existant,RUE JARDINS D'OMEYADE
mmm_pav_existants.276,276,V254,Verre,3,Existant,RUE ADRIEN PROBY
mmm_pav_existants.277,277,V255,Verre,3,Existant,RUE DES TILLEULS
mmm_pav_existants.278,278,V257,Verre,3,Existant,AVENUE DE L'ABBE PAUL PARGUEL
mmm_pav_existants.279,279,V258,Verre,0,Existant,PLACE JEAN BAUMEL
mmm_pav_existants.280,280,V259,Verre,0,Existant,AVENUE DU PIC SAINT LOUP
mmm_pav_existants.281,281,V262,Verre,3,Existant,ROUTE DE GANGES
mmm_pav_existants.282,282,V866,Verre,0,Existant,CHEMIN DE COUREGES
mmm_pav_existants.283,283,V261,Verre,3,Existant,AVENUE D'OCCITANIE
mmm_pav_existants.284,284,V291,Verre,0,Existant,RUE DE LAS SORBES
mmm_pav_existants.285,285,V391,Verre,0,Existant,RUE DE L'ECOLE NORMALE
mmm_pav_existants.286,286,V267,Verre,3,Existant,AVENUE DU PERE SOULAS
mmm_pav_existants.287,287,V269,Verre,3,Existant,RUE DE SAINT-PRIEST
mmm_pav_existants.288,288,V287,Verre,0,Existant,D127
mmm_pav_existants.289,289,P078,Papier,0,Existant,AVENUE SAINT CLEMENT
mmm_pav_existants.290,290,P079,Papier,0,Existant,RUE DE LAS SORBES
